Person_ID,Year,Age,Employment,HEALTH GOOD?,INTERVIEW NUMBER,Labor_Income,OFUM TOTAL LABOR INCOME- IMPUTED,RELATION TO HEAD,SEQUENCE NUMBER,Insurance,Education,Gender,WHETHER SAMPLE OR NONSAMPLE,# LIVE BIRTHS TO THIS INDIVIDUAL,Last_Marital,Age_Group,CPI
89181,2013,36,1,0,7291,88341.89895470384,0,10,1,1,3,1,0,2,1,35-54,229.6
89181,2015,38,1,0,4060,101356.14702154626,0,10,1,1,3,1,0,2,1,35-54,236.7
89181,2017,40,1,0,5696,68156.25,0,10,1,1,3,1,0,2,1,35-54,240.0
89181,2019,42,1,0,7607,21714.45639187575,0,10,1,1,3,1,0,2,1,35-54,251.1
89181,2021,44,1,0,6684,50564.14219474497,0,10,1,1,3,1,0,2,1,35-54,258.8
89183,2011,53,1,0,5215,54000.0,0,10,1,1,2,1,0,2,1,35-54,218.1
89183,2013,55,1,0,1666,30397.212543554007,0,10,1,1,2,1,0,2,1,55-70,229.6
89183,2015,57,1,0,4686,51599.49302915083,0,10,1,1,2,1,0,2,1,55-70,236.7
89183,2017,59,1,0,3976,48163.75,0,10,1,1,2,1,0,2,1,55-70,240.0
89183,2019,61,2,0,5310,36480.28673835126,0,10,1,1,2,1,0,2,1,55-70,251.1
89183,2021,63,5,0,2622,0.0,0,10,1,1,2,1,0,2,1,55-70,258.8
89185,2011,31,1,0,8715,30396.0,0,10,1,1,3,1,0,1,2,18-34,218.1
89188,2013,32,1,0,6915,23747.82229965157,0,10,1,0,2,1,0,5,2,18-34,229.6
89188,2015,34,3,0,8787,13821.292775665399,0,10,1,0,2,1,0,5,2,18-34,236.7
89188,2017,36,1,0,8136,27262.5,0,10,1,0,2,1,0,5,2,35-54,240.0
89188,2019,38,1,0,9431,434.28912783751497,0,10,1,0,2,1,0,5,2,35-54,251.1
89188,2021,40,3,0,2412,0.0,0,10,1,0,2,1,0,5,2,35-54,258.8
90031,2021,28,1,0,8194,157234.25656877898,0,10,1,0,2,1,2,1,2,18-34,258.8
90032,2019,23,1,0,1336,5211.469534050179,0,10,1,1,3,0,2,1,2,18-34,251.1
90032,2021,25,1,0,4126,42136.78516228747,0,10,1,1,3,0,2,1,2,18-34,258.8
90171,2011,47,1,0,5370,32597.0,0,10,1,1,3,0,5,1,4,35-54,218.1
90171,2013,49,1,0,7090,39896.34146341464,0,10,1,1,3,0,5,1,4,35-54,229.6
90171,2015,51,1,0,385,35013.94169835235,0,10,1,1,3,0,5,1,4,35-54,236.7
90171,2017,53,1,0,520,38167.5,0,10,1,1,3,0,5,1,4,35-54,240.0
90171,2019,55,1,0,866,37155.17204301075,0,10,1,1,3,0,5,1,4,55-70,251.1
90171,2021,57,4,0,2787,40451.31375579598,0,10,1,1,3,0,5,1,4,55-70,258.8
90172,2011,52,1,0,4573,69000.0,0,10,1,1,2,1,5,1,1,35-54,218.1
90172,2013,54,1,0,6690,75518.07491289199,0,10,1,1,2,1,5,1,1,35-54,229.6
90172,2015,56,1,0,342,71870.72243346008,0,10,1,1,2,1,5,1,1,55-70,236.7
90172,2017,58,1,0,523,72700.0,0,10,1,1,2,1,5,1,1,55-70,240.0
90172,2019,60,1,0,335,67749.10394265233,0,10,1,1,2,1,5,1,1,55-70,251.1
90172,2021,62,4,0,3988,10112.828438948995,0,10,1,1,2,1,5,1,1,55-70,258.8
92171,2011,43,1,0,1646,99500.0,0,10,1,1,3,1,5,1,1,35-54,218.1
92171,2013,45,1,0,9010,93091.46341463416,0,10,1,1,3,1,5,1,1,35-54,229.6
96031,2017,32,1,0,6225,78697.75,0,10,1,1,3,1,2,2,1,18-34,240.0
96031,2019,34,1,0,2331,27794.504181600958,0,10,1,1,3,1,2,2,1,18-34,251.1
96031,2021,36,1,0,1848,9017.27202472952,0,10,1,1,3,1,2,2,1,35-54,258.8
96170,2011,54,1,0,2882,128000.0,0,10,1,1,3,1,5,3,1,35-54,218.1
96170,2013,56,1,0,862,112089.7212543554,0,10,1,1,3,1,5,3,1,55-70,229.6
96170,2015,58,1,0,890,124391.6349809886,0,10,1,1,3,1,5,3,1,55-70,236.7
96170,2017,60,1,0,3944,118137.5,0,10,1,1,3,1,5,3,1,55-70,240.0
96170,2019,62,1,0,1595,116389.48626045401,0,10,1,1,3,1,5,3,1,55-70,251.1
96170,2021,64,1,0,1189,107870.17001545594,0,10,1,1,3,1,5,3,1,55-70,258.8
96173,2011,46,1,0,3980,115032.0,0,10,1,1,3,1,5,1,1,35-54,218.1
96175,2013,43,3,0,2959,90241.72473867597,0,10,1,1,3,1,5,2,1,35-54,229.6
96176,2011,35,1,0,3028,43000.0,0,10,1,1,2,1,0,2,1,35-54,218.1
96176,2013,37,1,0,363,53195.12195121952,0,10,1,1,2,1,0,2,1,35-54,229.6
96176,2015,39,1,0,1366,46070.975918884666,0,10,1,1,2,1,0,2,1,35-54,236.7
96176,2017,41,1,0,4367,57251.25,0,10,1,1,2,1,0,2,1,35-54,240.0
96176,2019,43,1,0,1555,58194.743130227005,0,10,1,1,2,1,0,2,1,35-54,251.1
96176,2021,45,1,0,1418,63205.17774343122,0,10,1,1,2,1,0,2,1,35-54,258.8
96178,2021,38,1,0,1810,120370.46870170014,0,10,1,1,3,1,0,0,4,35-54,258.8
98001,2011,63,1,0,2148,1500.0,0,10,1,1,3,0,1,0,2,55-70,218.1
98001,2013,65,4,0,211,284.97386759581883,0,10,1,1,3,0,1,0,2,55-70,229.6
98001,2015,67,4,0,794,0.0,0,10,1,1,3,0,1,0,2,55-70,236.7
98001,2017,69,4,0,339,0.0,0,10,1,1,3,0,1,0,2,55-70,240.0
99031,2011,35,5,0,2434,0.0,0,10,1,1,2,1,2,3,1,35-54,218.1
99031,2013,37,5,0,94,0.0,0,10,1,1,2,1,2,3,1,35-54,229.6
99031,2015,39,5,0,7660,0.0,0,10,1,1,2,1,2,3,1,35-54,236.7
99031,2017,41,5,0,2066,0.0,0,10,1,1,2,1,2,3,1,35-54,240.0
99031,2019,43,5,0,8486,0.0,0,10,1,1,2,1,2,3,1,35-54,251.1
99031,2021,45,5,0,5038,0.0,0,10,1,1,2,1,2,3,1,35-54,258.8
99032,2015,21,1,0,7788,43306.71736375159,0,10,1,1,2,1,2,0,2,18-34,236.7
99032,2017,23,3,0,1647,36350.0,0,10,1,0,2,1,2,0,2,18-34,240.0
99032,2019,25,1,0,8413,43776.344086021505,0,10,1,1,2,1,2,0,2,18-34,251.1
99032,2021,27,1,0,5679,29242.928902627507,0,10,1,0,2,1,2,0,2,18-34,258.8
99170,2011,64,4,0,3370,0.0,0,10,1,0,3,1,5,2,1,55-70,218.1
99170,2013,66,4,0,345,0.0,0,10,1,1,3,1,5,2,1,55-70,229.6
99170,2015,68,4,0,796,0.0,0,10,1,1,3,1,5,2,1,55-70,236.7
99170,2017,70,4,0,2338,0.0,0,10,1,1,3,1,5,2,1,55-70,240.0
99171,2015,41,1,0,7841,4607.097591888467,0,10,1,1,2,0,5,2,4,35-54,236.7
99171,2017,43,1,0,1540,1181.375,0,10,1,1,2,0,5,2,4,35-54,240.0
100020,2011,65,4,0,4894,0.0,0,10,1,1,3,1,1,0,1,55-70,218.1
100020,2013,67,4,0,1734,0.0,0,10,1,1,3,1,1,0,1,55-70,229.6
100020,2015,69,4,0,73,0.0,0,10,1,1,3,1,1,0,1,55-70,236.7
100030,2013,38,1,0,5028,55094.94773519164,0,10,1,1,3,1,2,1,5,35-54,229.6
100030,2015,40,1,0,7946,70027.8833967047,0,10,1,1,3,1,2,1,5,35-54,236.7
100030,2019,44,1,0,1202,79561.76821983274,0,10,1,1,3,1,2,1,5,35-54,251.1
100030,2021,46,1,0,5526,50564.14219474497,0,10,1,1,3,1,2,1,5,35-54,258.8
104001,2011,64,4,0,3688,0.0,0,10,1,1,2,1,1,5,4,55-70,218.1
104001,2013,66,4,0,6132,0.0,0,10,1,1,2,1,1,5,4,55-70,229.6
104001,2015,68,4,0,6014,0.0,0,10,1,1,2,1,1,5,4,55-70,236.7
104001,2017,70,4,0,2238,0.0,0,10,1,1,2,1,1,5,4,55-70,240.0
104175,2011,31,6,0,1011,0.0,0,10,1,0,2,1,3,1,5,18-34,218.1
104175,2013,33,3,0,7980,1899.8257839721255,0,10,1,1,2,1,3,1,5,18-34,229.6
104175,2015,35,3,0,2216,0.0,0,10,1,1,2,1,3,1,5,35-54,236.7
104175,2017,37,5,0,1134,0.0,0,10,1,1,2,1,3,1,5,35-54,240.0
104175,2019,39,3,0,3862,0.0,0,10,1,0,2,1,3,1,5,35-54,251.1
104178,2011,63,4,0,29,0.0,0,10,1,0,2,1,0,98,2,55-70,218.1
104178,2013,65,4,0,700,0.0,0,10,1,0,2,1,0,98,2,55-70,229.6
104178,2015,67,4,0,100,0.0,0,10,1,1,2,1,0,98,2,55-70,236.7
105004,2015,57,1,0,6362,11057.03422053232,0,10,1,1,2,0,1,4,4,55-70,236.7
105004,2017,59,1,0,5837,19992.5,0,10,1,1,2,0,1,4,4,55-70,240.0
105004,2019,61,1,0,6369,46034.647550776586,0,10,1,1,2,0,1,4,4,55-70,251.1
105004,2021,63,1,0,2672,54777.82071097372,0,10,1,1,2,0,1,4,4,55-70,258.8
105030,2011,36,1,0,540,12000.0,0,10,1,0,2,0,2,5,5,35-54,218.1
105030,2013,38,1,0,2470,18713.283972125435,0,10,1,1,2,0,2,5,5,35-54,229.6
105030,2015,40,1,0,4347,21561.216730038024,0,10,1,1,2,0,2,5,5,35-54,236.7
105030,2017,42,1,0,4044,22355.25,0,10,1,1,2,0,2,5,5,35-54,240.0
105030,2019,44,1,0,6420,24320.191158900838,0,10,1,1,2,0,2,5,5,35-54,251.1
105030,2021,46,1,0,4921,50564.14219474497,0,10,1,1,2,0,2,5,5,35-54,258.8
105031,2011,34,1,0,7008,45000.0,0,10,1,1,3,1,2,3,4,18-34,218.1
105031,2013,36,1,0,2375,36951.611498257844,0,10,1,1,3,1,2,3,4,35-54,229.6
105031,2015,38,1,0,4858,36856.780735107735,0,10,1,1,3,1,2,3,4,35-54,236.7
105031,2017,40,1,0,5663,59068.75,0,10,1,1,3,1,2,3,4,35-54,240.0
105031,2019,42,1,0,5185,48640.382317801676,0,10,1,1,3,1,2,3,4,35-54,251.1
105031,2021,44,1,0,3246,121353.94126738793,0,10,1,0,3,1,2,3,4,35-54,258.8
105035,2011,22,1,0,8303,17850.0,0,10,1,1,2,1,2,0,2,18-34,218.1
105035,2013,24,1,0,5730,23747.82229965157,0,10,1,0,2,1,2,0,2,18-34,229.6
105035,2015,26,1,0,5341,5528.51711026616,0,10,1,0,2,1,2,0,2,18-34,236.7
105037,2019,27,3,0,6749,5211.469534050179,0,10,1,1,3,0,2,0,2,18-34,251.1
105037,2021,29,1,0,2738,0.0,0,10,1,1,3,0,2,0,2,18-34,258.8
105038,2017,23,1,0,7687,22718.75,0,10,1,0,3,1,2,1,2,18-34,240.0
105038,2019,25,1,0,4739,19108.72162485066,0,10,1,0,3,1,2,1,2,18-34,251.1
105038,2021,27,3,0,7743,3526.8489180834617,0,10,1,0,3,1,2,1,2,18-34,258.8
105039,2017,21,3,0,7661,11995.5,0,10,1,1,2,0,2,0,2,18-34,240.0
105039,2019,23,3,0,4639,16502.986857825566,0,10,1,0,2,0,2,0,2,18-34,251.1
105178,2015,41,1,0,7884,22998.631178707226,0,10,1,1,2,1,0,2,2,35-54,236.7
105178,2017,43,1,0,5651,32315.149999999998,0,10,1,1,2,1,0,2,2,35-54,240.0
105178,2019,45,1,0,8672,34743.130227001195,0,10,1,1,2,1,0,2,2,35-54,251.1
105178,2021,47,9,0,7801,0.0,0,10,1,0,2,1,0,2,2,35-54,258.8
105180,2013,34,7,0,8050,0.0,0,10,1,1,3,0,5,7,4,18-34,229.6
105180,2015,36,3,0,6955,0.0,0,10,1,1,3,0,5,7,4,35-54,236.7
105180,2017,38,1,0,9058,35913.799999999996,0,10,1,1,3,0,5,7,4,35-54,240.0
105180,2019,40,7,0,6744,26404.778972520908,0,10,1,1,3,0,5,7,4,35-54,251.1
105180,2021,42,7,0,5554,0.0,0,10,1,0,3,0,5,7,4,35-54,258.8
105182,2011,31,1,0,245,35903.0,0,10,1,1,2,1,0,1,1,18-34,218.1
105182,2013,33,1,0,2895,28497.386759581885,0,10,1,0,2,1,0,1,1,18-34,229.6
105182,2015,35,1,0,7289,47507.46894803549,0,10,1,0,2,1,0,1,1,35-54,236.7
105182,2017,37,1,0,6054,34532.5,0,10,1,1,2,1,0,1,1,35-54,240.0
105182,2019,39,1,0,6536,30400.238948626047,0,10,1,0,2,1,0,1,1,35-54,251.1
105182,2021,41,1,0,5160,39440.03091190108,0,10,1,1,2,1,0,1,1,35-54,258.8
105186,2017,34,1,0,6739,43620.0,0,10,1,1,3,0,0,2,4,18-34,240.0
105186,2019,36,1,0,6153,33005.97371565113,0,10,1,1,3,0,0,2,4,35-54,251.1
105186,2021,38,7,0,7592,11124.111282843895,0,10,1,0,3,0,0,2,4,35-54,258.8
105191,2011,55,1,0,7899,48500.0,0,10,1,1,2,1,0,4,1,55-70,218.1
105191,2013,57,1,0,5939,53195.12195121952,0,10,1,1,2,1,0,4,1,55-70,229.6
105192,2011,33,1,0,8391,31000.0,0,10,1,0,2,1,0,5,3,18-34,218.1
105192,2013,35,1,0,7029,29447.299651567944,0,10,1,0,2,1,0,5,3,35-54,229.6
105192,2015,37,1,0,4830,31328.263624841573,0,10,1,0,2,1,0,5,3,35-54,236.7
105192,2017,39,1,0,7795,34078.125,0,10,1,1,2,1,0,5,3,35-54,240.0
105192,2019,41,1,0,8287,41691.756272401435,0,10,1,1,2,1,0,5,3,35-54,251.1
105192,2021,43,1,0,7649,40451.31375579598,0,10,1,1,2,1,0,5,3,35-54,258.8
106031,2019,29,1,0,8990,43428.9127837515,0,10,1,1,2,1,2,4,4,18-34,251.1
106031,2021,31,1,0,2441,25282.071097372485,0,10,1,1,2,1,2,4,4,18-34,258.8
106032,2013,21,1,0,5058,13893.425958188154,0,10,1,0,2,1,2,0,2,18-34,229.6
106032,2015,23,1,0,4012,20271.22940430925,0,10,1,1,3,1,2,0,2,18-34,236.7
106032,2017,25,1,0,5303,22264.375,0,10,1,0,3,1,2,0,2,18-34,240.0
106032,2019,27,3,0,4788,23847.68458781362,0,10,1,0,3,1,2,0,2,18-34,251.1
106032,2021,29,1,0,7558,21236.93972179289,0,10,1,0,3,1,2,0,2,18-34,258.8
106170,2015,66,1,0,9063,64499.36628643853,0,10,1,1,3,1,0,1,1,55-70,236.7
106170,2019,70,1,0,8625,55589.008363201916,0,10,1,1,3,1,0,1,1,55-70,251.1
106179,2011,45,1,0,5388,17000.0,0,10,1,1,3,0,5,3,4,35-54,218.1
106179,2013,47,1,0,1197,42746.080139372825,0,10,1,1,3,0,5,3,4,35-54,229.6
106179,2015,49,1,0,1795,30222.56020278834,0,10,1,1,3,0,5,3,4,35-54,236.7
106179,2019,53,1,0,8403,162597.8494623656,0,10,1,1,3,0,5,3,4,35-54,251.1
106183,2011,38,1,0,3960,0.0,0,10,1,0,3,1,0,3,1,35-54,218.1
106191,2019,21,7,0,9462,0.0,0,10,1,1,3,1,0,1,2,18-34,251.1
113001,2011,68,1,0,2572,80000.0,0,10,1,1,3,1,1,2,1,55-70,218.1
113001,2013,70,1,0,1560,17098.43205574913,0,10,1,1,3,1,1,2,1,55-70,229.6
113031,2011,33,1,0,3647,63000.0,0,10,1,1,3,1,2,1,2,18-34,218.1
113031,2013,35,1,0,2762,51295.29616724739,0,10,1,1,3,1,2,1,2,35-54,229.6
113031,2015,37,1,0,742,70027.8833967047,0,10,1,1,3,1,2,1,2,35-54,236.7
113031,2017,39,1,0,8785,68156.25,0,10,1,1,3,1,2,1,2,35-54,240.0
113031,2019,41,1,0,1210,74697.72998805257,0,10,1,1,3,1,2,1,2,35-54,251.1
113031,2021,43,1,0,265,85959.04173106645,0,10,1,1,3,1,2,1,2,35-54,258.8
113172,2011,38,1,0,2515,56000.0,0,10,1,1,3,1,5,3,1,35-54,218.1
113172,2013,40,1,0,1663,48953.76088850175,0,10,1,1,3,1,5,3,1,35-54,229.6
113172,2015,42,1,0,5988,92141.95183776933,0,10,1,1,3,1,5,3,1,35-54,236.7
113172,2017,44,1,0,4901,68156.25,0,10,1,1,3,1,5,3,1,35-54,240.0
113172,2019,46,1,0,874,64274.79091995221,0,10,1,1,3,1,5,3,1,35-54,251.1
113172,2021,48,1,0,864,66576.12055641421,0,10,1,1,3,1,5,3,1,35-54,258.8
114003,2011,54,1,0,3002,0.0,0,10,1,1,2,1,1,2,1,35-54,218.1
114003,2013,56,3,0,1104,7175.641986062718,0,10,1,1,2,1,1,2,1,55-70,229.6
114003,2015,58,3,0,908,10135.614702154626,0,10,1,1,2,1,1,2,1,55-70,236.7
114003,2017,60,1,0,4287,14540.0,0,10,1,1,2,1,1,2,1,55-70,240.0
114003,2019,62,1,0,6532,26057.347670250896,0,10,1,1,2,1,1,2,1,55-70,251.1
114003,2021,64,1,0,3319,29495.749613601234,0,10,1,1,2,1,1,2,1,55-70,258.8
114021,2011,64,1,0,3714,300.0,0,10,1,1,3,1,1,3,1,55-70,218.1
114021,2013,66,4,0,1131,474.95644599303137,0,10,1,1,3,1,1,3,1,55-70,229.6
114021,2015,68,4,0,2484,0.0,0,10,1,1,3,1,1,3,1,55-70,236.7
114021,2017,70,4,0,4069,0.0,0,10,1,1,3,1,1,3,1,55-70,240.0
114035,2019,20,1,0,9354,31268.817204301075,0,10,1,1,3,1,2,0,2,18-34,251.1
114175,2011,34,1,0,3253,75000.0,0,10,1,1,3,1,5,2,1,18-34,218.1
114175,2013,36,1,0,4596,85492.16027874565,0,10,1,1,3,1,5,2,1,35-54,229.6
114175,2015,38,1,0,7735,119784.53738910014,0,10,1,1,3,1,5,2,1,35-54,236.7
114175,2019,42,1,0,9075,143315.41218637992,0,10,1,1,3,1,5,2,1,35-54,251.1
114175,2021,44,1,0,6661,151692.42658423493,0,10,1,1,3,1,5,2,1,35-54,258.8
114177,2011,39,1,0,4429,71500.0,0,10,1,1,3,1,0,1,1,35-54,218.1
114177,2013,41,1,0,2834,74948.12717770036,0,10,1,1,3,1,0,1,1,35-54,229.6
117003,2011,44,1,0,4206,60000.0,0,10,1,1,3,1,1,2,1,35-54,218.1
117003,2013,46,1,0,5615,56994.77351916377,0,10,1,1,3,1,1,2,1,35-54,229.6
117003,2015,48,1,0,5249,46070.975918884666,0,10,1,1,3,1,1,2,1,35-54,236.7
117003,2017,50,4,0,7307,43620.0,0,10,1,1,3,1,1,2,1,35-54,240.0
117003,2019,52,4,0,1832,5211.469534050179,0,10,1,1,3,1,1,2,1,35-54,251.1
117003,2021,54,1,0,4190,46350.46367851622,0,10,1,1,3,1,1,2,1,35-54,258.8
117030,2017,46,1,0,9176,26353.75,0,10,1,1,3,0,2,3,1,35-54,240.0
117033,2021,23,1,0,7241,7331.800618238021,0,10,1,1,3,1,2,0,1,18-34,258.8
117171,2011,50,1,0,2604,80000.0,0,10,1,1,3,1,5,3,4,35-54,218.1
117171,2013,52,1,0,4381,85492.16027874565,0,10,1,1,3,1,5,3,4,35-54,229.6
117171,2015,54,1,0,8759,73713.56147021547,0,10,1,1,3,1,5,3,4,35-54,236.7
117171,2017,56,1,0,9437,86331.25,0,10,1,1,3,1,5,3,4,55-70,240.0
117171,2019,58,1,0,1393,81843.52329749105,0,10,1,1,3,1,5,3,4,55-70,251.1
117171,2021,60,1,0,2761,80059.8918083462,0,10,1,1,3,1,5,3,4,55-70,258.8
117173,2019,42,5,0,2506,36480.28673835126,0,10,1,1,3,1,0,2,1,35-54,251.1
117173,2021,44,5,0,9185,0.0,0,10,1,0,3,1,0,2,1,35-54,258.8
119031,2011,31,1,0,6306,24000.0,0,10,1,1,2,0,2,2,1,18-34,218.1
119031,2013,33,1,0,3902,25647.648083623695,0,10,1,1,2,0,2,2,1,18-34,229.6
119031,2015,35,1,0,6303,25855.031685678074,0,10,1,1,2,0,2,2,1,35-54,236.7
119033,2021,22,3,0,1843,7057.911514683153,0,10,1,1,3,0,2,0,2,18-34,258.8
119172,2017,38,1,0,267,88148.75,0,10,1,1,3,1,0,0,1,35-54,240.0
119172,2019,40,1,0,1020,59871.09916367981,0,10,1,1,3,1,0,0,1,35-54,251.1
119172,2021,42,1,0,1214,47488.156877897985,0,10,1,1,3,1,0,0,1,35-54,258.8
121004,2011,56,1,0,6915,121000.0,0,10,1,1,3,1,1,2,1,55-70,218.1
121004,2013,58,1,0,4739,117789.19860627178,0,10,1,1,3,1,1,2,1,55-70,229.6
121004,2015,60,1,0,2500,114256.02027883397,0,10,1,1,3,1,1,2,1,55-70,236.7
121004,2017,62,1,0,4987,115411.25,0,10,1,1,3,1,1,2,1,55-70,240.0
121004,2019,64,1,0,6205,117258.06451612903,0,10,1,1,3,1,1,2,1,55-70,251.1
121004,2021,66,1,0,2120,116297.52704791343,0,10,1,1,3,1,1,2,1,55-70,258.8
121006,2011,53,1,0,1332,28000.0,0,10,1,1,3,1,1,2,1,35-54,218.1
121006,2013,55,3,0,4488,0.0,0,10,1,1,3,1,1,2,1,55-70,229.6
121006,2015,57,1,0,6158,71632.07477820026,0,10,1,1,3,1,1,2,1,55-70,236.7
121006,2017,59,1,0,8430,68935.95749999999,0,10,1,1,3,1,1,2,1,55-70,240.0
121006,2019,61,1,0,6796,71523.07646356034,0,10,1,1,3,1,1,2,1,55-70,251.1
121006,2021,63,1,0,9030,69104.32766615147,0,10,1,1,3,1,1,2,1,55-70,258.8
121032,2015,29,1,0,6945,2764.25855513308,0,10,1,1,3,0,2,2,1,18-34,236.7
121033,2011,22,3,0,334,18000.0,0,10,1,0,3,1,2,0,2,18-34,218.1
121033,2013,24,3,0,5399,22322.952961672476,0,10,1,0,3,1,2,0,2,18-34,229.6
121033,2015,26,1,0,2796,16585.55133079848,0,10,1,1,3,1,2,0,2,18-34,236.7
121033,2017,28,1,0,6294,32714.999999999996,0,10,1,1,3,1,2,0,2,18-34,240.0
121033,2019,30,1,0,8064,19977.299880525687,0,10,1,0,3,1,2,0,2,18-34,251.1
121033,2021,32,1,0,8912,27810.278207109735,0,10,1,0,3,1,2,0,2,18-34,258.8
121037,2019,26,1,0,6999,28663.082437275985,0,10,1,1,3,1,2,0,2,18-34,251.1
121037,2021,28,3,0,7962,40102.421174652234,0,10,1,0,3,1,2,0,2,18-34,258.8
121171,2011,52,1,0,1847,305000.0,0,10,1,1,3,1,5,3,1,35-54,218.1
121171,2015,56,1,0,7483,237726.23574144486,0,10,1,1,3,1,5,3,1,55-70,236.7
121171,2017,58,1,0,7107,295343.75,0,10,1,1,3,1,5,3,1,55-70,240.0
121171,2019,60,1,0,6362,381722.7718040621,0,10,1,1,3,1,5,3,1,55-70,251.1
121171,2021,62,1,0,5284,359354.30216383305,0,10,1,1,3,1,5,3,1,55-70,258.8
121175,2011,26,1,0,1264,38000.0,0,10,1,1,3,1,0,2,1,18-34,218.1
121175,2013,28,1,0,6365,36096.68989547039,0,10,1,1,3,1,0,2,1,18-34,229.6
121175,2015,30,1,0,3282,46070.975918884666,0,10,1,1,3,1,0,2,1,18-34,236.7
121175,2017,32,1,0,9313,49981.25,0,10,1,1,3,1,0,2,1,18-34,240.0
121176,2011,24,8,0,8681,2000.0,0,10,1,0,2,1,0,0,2,18-34,218.1
121176,2013,26,1,0,4709,5224.520905923345,0,10,1,0,2,1,0,0,2,18-34,229.6
121178,2017,23,1,0,9485,42711.25,0,10,1,1,3,1,0,2,1,18-34,240.0
121178,2019,25,1,0,9153,45166.06929510155,0,10,1,1,3,1,0,2,1,18-34,251.1
121178,2021,27,1,0,9104,52249.61360123647,0,10,1,1,3,1,0,2,1,18-34,258.8
121179,2017,36,3,0,8613,23324.88625,0,10,1,1,3,1,0,2,1,35-54,240.0
121179,2019,38,1,0,5346,868.5782556750299,0,10,1,1,3,1,0,2,1,35-54,251.1
121179,2021,40,1,0,8218,13905.139103554868,0,10,1,1,3,1,0,2,1,35-54,258.8
122004,2011,44,1,0,3753,18320.0,0,10,1,1,3,1,1,3,1,35-54,218.1
122004,2013,46,1,0,4611,35106.88066202091,0,10,1,1,3,1,1,3,1,35-54,229.6
122004,2015,48,1,0,3571,0.0,0,10,1,1,3,1,1,3,1,35-54,236.7
122034,2021,36,6,0,2583,4213.678516228748,0,10,1,1,2,0,2,2,3,35-54,258.8
122173,2019,50,1,0,9275,130286.73835125448,0,10,1,1,3,0,5,4,4,35-54,251.1
122173,2021,52,1,0,7217,143265.06955177741,0,10,1,1,3,0,5,4,4,35-54,258.8
122174,2021,32,1,0,2391,46771.8315301391,0,10,1,1,3,1,3,0,1,18-34,258.8
122175,2011,38,1,0,7511,70000.0,0,10,1,1,3,1,5,2,1,35-54,218.1
122175,2013,40,1,0,5949,77892.85714285714,0,10,1,1,3,1,5,2,1,35-54,229.6
122175,2015,42,1,0,2788,82006.33713561471,0,10,1,1,3,1,5,2,1,35-54,236.7
122175,2017,44,1,0,6228,70882.5,0,10,1,1,3,1,5,2,1,35-54,240.0
122175,2019,46,1,0,4568,77303.46475507766,0,10,1,1,3,1,5,2,1,35-54,251.1
122175,2021,48,1,0,7349,75846.21329211746,0,10,1,1,3,1,5,2,1,35-54,258.8
122176,2011,37,5,0,3262,0.0,0,10,1,1,2,1,5,4,1,35-54,218.1
122176,2013,39,5,0,8104,0.0,0,10,1,1,2,1,5,4,1,35-54,229.6
122176,2015,41,5,0,8500,0.0,0,10,1,1,2,1,5,4,1,35-54,236.7
122176,2017,43,5,0,8014,0.0,0,10,1,1,2,1,5,4,1,35-54,240.0
122176,2019,45,5,0,9566,0.0,0,10,1,1,2,1,5,4,1,35-54,251.1
122178,2021,23,1,0,2558,26546.17465224111,0,10,1,1,3,1,0,0,2,18-34,258.8
126030,2011,23,1,0,7561,18000.0,0,10,1,0,2,1,2,1,2,18-34,218.1
126030,2013,25,3,0,8525,10449.04181184669,0,10,1,0,2,1,2,1,2,18-34,229.6
126030,2015,27,3,0,4535,20271.22940430925,0,10,1,0,2,1,2,1,2,18-34,236.7
126030,2017,29,1,0,2473,8178.749999999999,0,10,1,0,2,1,2,1,2,18-34,240.0
126030,2019,31,1,0,2872,15634.408602150537,0,10,1,0,2,1,2,1,2,18-34,251.1
126030,2021,33,3,0,8315,12641.035548686243,0,10,1,0,2,1,2,1,2,18-34,258.8
126177,2011,50,1,0,7394,24000.0,0,10,1,0,2,1,5,1,3,35-54,218.1
126177,2013,52,1,0,5209,22797.909407665506,0,10,1,0,2,1,5,1,3,35-54,229.6
126177,2015,54,1,0,7869,20271.22940430925,0,10,1,0,2,1,5,1,3,35-54,236.7
126177,2017,56,1,0,2067,25445.0,0,10,1,0,2,1,5,1,3,55-70,240.0
126177,2019,58,1,0,2827,30400.238948626047,0,10,1,0,2,1,5,1,3,55-70,251.1
126177,2021,60,1,0,3225,5056.414219474497,0,10,1,1,2,1,5,1,3,55-70,258.8
127031,2013,37,1,0,7538,2849.738675958188,0,10,1,1,3,0,2,1,4,35-54,229.6
127031,2015,39,1,0,779,12899.873257287707,0,10,1,1,3,0,2,1,4,35-54,236.7
127031,2017,41,1,0,7150,23627.5,0,10,1,1,3,0,2,1,4,35-54,240.0
127031,2019,43,1,0,6786,34743.130227001195,0,10,1,1,3,0,2,1,4,35-54,251.1
127032,2011,33,3,0,205,0.0,0,10,1,1,2,1,2,2,1,18-34,218.1
127032,2013,35,1,0,6375,26597.56097560976,0,10,1,1,3,1,2,2,1,35-54,229.6
127032,2015,37,1,0,5978,30683.26996197719,0,10,1,1,3,1,2,2,1,35-54,236.7
127170,2011,62,4,0,220,12200.0,0,10,1,1,2,1,5,3,1,55-70,218.1
127170,2013,64,4,0,438,0.0,0,10,1,0,2,1,5,3,1,55-70,229.6
